spotify_id,name,artists,country,popularity,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,mood
7aSSsHnGQ54rbMZpXApmtU,Stand by Me,Oasis,GB,64,0.214,0.827,-2.661,0.0139,1.65e-06,0.384,169.96,neutral
05CNnC9ugYgnJgg6fIgyeQ,Roll with It - Remastered,Oasis,GB,57,0.233,0.986,-1.896,0.0325,0.000311,0.145,126.56,neutral
2wKeVnM8OBoGjGm8Qvqhi5,Cigarettes & Alcohol - 2014 Remaster,Oasis,GB,55,0.292,0.759,-2.311,1.53e-05,0.037,0.451,114.758,neutral
4bvi8n8Xa2kX0UG02cvuE9,Married with Children - 2014 Remaster,Oasis,GB,60,0.585,0.427,-10.907,0.808,0.0,0.313,87.615,neutral
0if8wueNrAVLfwSH7l1ANJ,Half The World Away - Remastered,Oasis,GB,67,0.433,0.458,-8.666,0.305,0.0,0.23,115.213,neutral
5WTPhYmwwojFP73O7p3Izi,Stand By Me - Remastered,Oasis,GB,68,0.194,0.825,-2.605,0.0864,0.00284,0.35,169.974,neutral
4bQHPFjRT6O1KdMCd4cD9u,Rock 'n' Roll Star - Remastered,Oasis,GB,64,0.315,0.97,-3.245,0.000392,0.00255,0.481,138.206,neutral
5adjc9rGazKvYcyEHNtoz1,Cigarettes & Alcohol - Remastered,Oasis,GB,64,0.294,0.742,-2.334,1.45e-05,0.0311,0.44,114.87,neutral
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,GB,88,0.857,0.62,-8.13,0.646,0.244,0.796,120.042,happy
1AvavliFQoc2l0ZCCWa5VG,Slide Away - Remastered,Oasis,GB,61,0.0657,0.943,-2.71,0.000114,0.00016,0.264,190.555,neutral
0mNzElhEofvgMWAJoOA4q9,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",CA,77,0.582,0.909,-3.834,0.00191,0.0,0.868,119.033,happy
1tjji0FBo8iCrr9oHppV5i,Supersonic,Oasis,GB,41,0.389,0.873,-4.707,4.53e-05,0.00935,0.66,103.927,neutral
5GGTgkmfEzkhAfmG0hxXk9,Champagne Supernova,Oasis,GB,44,0.307,0.873,-2.309,0.226,0.00496,0.12,150.397,neutral
5TOn2uvdEBsBzwQ5atRd2i,She's Electric,Oasis,GB,40,0.539,0.912,-3.104,0.182,0.0,0.515,125.522,neutral
6zcKVlJ943l7yB5tcEdCbS,Married With Children,Oasis,GB,37,0.577,0.407,-11.536,0.801,0.0,0.337,87.877,neutral
57bbMdaWpthoPTfuU9TFvQ,Married With Children - Remastered,Oasis,GB,60,0.588,0.435,-10.845,0.787,0.0,0.305,88.068,neutral
6SuoLzL9uiDcNmS1J32tQ0,3amel Ala2 (Freedom Music),"3enba, Dou, Issa & Assouad",EG,52,0.766,0.73,-9.216,0.00563,0.00096,0.751,125.023,happy
4S1VYqwfkLit9mKVY3MXoo,Forever Young,Alphaville,worldwide,86,0.489,0.482,-9.466,0.417,0.00227,0.33,136.803,neutral
4b7vk8SRcYgnxpk0JOIS7r,Drugs You Should Try It,Travis Scott,worldwide,0,0.593,0.559,-8.104,0.525,0.00133,0.0729,139.982,neutral
3kQmcD1XU29nSMrS7kgsWm,In The Modern World,Fontaines D.C.,GB,34,0.558,0.364,-8.295,0.145,0.00155,0.183,118.0,sad
2CIXO1jQbrV1hlfI7FUKld,Wrong Ones (Feat. Tim McGraw),"Post Malone, Tim McGraw",CA,77,0.476,0.797,-3.867,0.00552,0.0,0.601,80.946,neutral
5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,Cris Mj,worldwide,89,0.763,0.626,-5.637,0.0859,0.225,0.78,100.02,happy
2btNsI4OvcVl7SAHQQDHFB,Mirame,"Blessd, Ovy On The Drums",worldwide,88,0.717,0.656,-4.449,0.141,2.96e-05,0.695,175.956,love/romance
07wHEFQwnd6donropMjBwf,مهرجان لعبالي ف دماغي ل توليت,Under Ground Scene,EG,45,0.887,0.794,-3.911,0.0661,3.1e-06,0.92,111.118,happy
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,US,75,0.478,0.906,-5.278,0.0908,0.0,0.552,169.986,neutral
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,GB,87,0.532,0.623,-9.208,0.538,7.28e-05,0.403,89.937,neutral
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",GB,89,0.882,0.764,-5.241,0.359,0.0,0.886,140.113,happy
1SPI4AlK4121PEQPGSpdcY,California Sober (Feat. Chris Stapleton),"Post Malone, Chris Stapleton",CA,75,0.455,0.968,-3.672,0.00396,2.06e-05,0.686,92.511,neutral
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,worldwide,89,0.573,0.902,-7.638,0.018,0.00125,0.876,84.412,happy
0gucUyFMFRMlUiVn9US4YX,Losers (Feat. Jelly Roll),"Post Malone, Jelly Roll",US,73,0.607,0.76,-4.024,0.0292,0.0,0.414,93.954,energetic
1SnrE09OAfMEgdC20Wygl5,MONW3AT 2019,"Afroto, Marwan Moussa",EG,58,0.609,0.561,-7.685,0.379,0.0,0.423,91.966,neutral
4Kd9tBUgpXv26OfR6ugBv1,Finer Things (Feat. Hank Williams Jr.),"Post Malone, Hank Williams, Jr.",US,72,0.629,0.937,-3.477,0.00519,0.0,0.649,123.968,energetic
25uMKq5kygC2woAfeetEfE,Nosedive (Feat. Lainey Wilson),"Post Malone, Lainey Wilson",US,71,0.287,0.782,-2.974,0.108,0.0,0.471,154.154,neutral
20hTkA9oKKuxghkRptRczS,Goes Without Saying (Feat. Brad Paisley),"Post Malone, Brad Paisley",US,71,0.472,0.777,-5.0,0.00119,0.0,0.484,79.036,neutral
2wmp1eEKI2Ai5K0yIAP2gU,RHLFRĖ,"Marwan Pablo, Xander Ghost",EG,50,0.633,0.769,-7.795,0.193,0.00352,0.511,159.965,energetic
3d7rmWQj2AaH81tdD2qrRB,BŃŅIT,Marwan Pablo,EG,50,0.76,0.659,-8.23,0.419,9.6e-06,0.372,169.905,neutral
0bPP5cDG1ZnbAVCEa3ZbQ1,Só Fé,Grelo,worldwide,80,0.872,0.696,-8.565,0.511,0.000386,0.62,138.004,neutral
1sqXfPaRD7npnH712RZQAF,Have The Heart (Feat. Dolly Parton),"Post Malone, Dolly Parton",US,70,0.621,0.792,-2.678,0.0108,0.0,0.69,116.967,energetic
6nf4oqFOsVKLwJPEliYVwT,Hide My Gun (Feat. HARDY),"Post Malone, HARDY",US,68,0.506,0.651,-4.993,0.0351,0.0,0.338,146.141,neutral
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,CA,88,0.741,0.697,-7.028,0.0664,2.28e-05,0.774,116.109,happy
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,worldwide,91,0.831,0.643,-4.659,0.388,6.94e-05,0.57,97.013,neutral
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,Manuel Turizo,worldwide,87,0.835,0.679,-5.329,0.583,1.98e-06,0.85,124.98,happy
149r4BNMXwFRWjPYcKNNgc,Devil I've Been (Feat. ERNEST),"Post Malone, ERNEST",US,65,0.628,0.795,-3.334,0.00549,0.0,0.813,111.99,happy
1IzCS4zuowRsXu4YS8caOB,Missin’ You Like This (Feat. Luke Combs),"Post Malone, Luke Combs",US,66,0.502,0.707,-4.894,0.0252,0.0,0.447,78.984,neutral
4rhSYWoLaBbkQccjme9UOJ,Never Love You Again (Feat. Sierra Ferrell),"Post Malone, Sierra Ferrell",US,65,0.57,0.545,-4.93,0.132,1.41e-06,0.344,107.952,neutral
3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,GB,80,0.632,0.856,-3.463,0.0624,0.0,0.867,119.397,happy
1TcF5F10EN17vraisG1gQv,Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",GB,76,0.785,0.831,-3.681,0.0038,0.0105,0.673,126.056,energetic
4XJVwELcAQ6UxYSexeGsiW,BBLŞH,Marwan Pablo,EG,46,0.702,0.559,-9.558,0.269,0.00199,0.494,90.004,neutral
0DM63CJEklNPKu6kHGyuEl,Yours,Post Malone,US,37,0.514,0.672,-5.209,0.0873,0.0,0.331,148.045,neutral
3It5ZyIlvFxgrxAkiQLGBR,M-E-X-I-C-O (Feat. Billy Strings),"Post Malone, Billy Strings",US,34,0.597,0.972,-3.396,0.00996,0.0,0.607,127.954,neutral
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,worldwide,93,0.668,0.628,-4.692,0.129,0.0,0.568,140.053,neutral
53IRnAWx13PYmoVYtemUBS,Femininomenon,Chappell Roan,US,85,0.609,0.758,-4.885,0.139,5.38e-06,0.236,124.949,energetic
6WTFHKrnZpwEBLRS10Ylqs,misses,Dominic Fike,GB,86,0.578,0.509,-6.229,0.13,0.734,0.586,119.945,neutral
4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",GB,85,0.853,0.618,-10.833,0.633,0.89,0.32,126.031,neutral
55AeMQF70ItRtlkXbCMuPR,Hagat Gowaya,Amir Eid,EG,51,0.823,0.556,-7.762,0.575,0.0392,0.524,126.05,neutral
1HBv0BqHfm6sMsAUg5H3Yo,Blue Green Red,Drake,CA,74,0.762,0.678,-4.921,0.375,0.0013,0.83,129.985,happy
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),"mgk, Jelly Roll",CA,81,0.549,0.679,-5.501,0.0103,0.0,0.235,100.214,neutral
5W4kiM2cUYBJXKRudNyxjW,You Proof,Morgan Wallen,US,83,0.728,0.818,-5.068,0.323,0.0,0.681,119.706,energetic
5b3XJ1pjrHO5JtY2PcTjnI,Mamushi (feat. Yuki Chiba),"Megan Thee Stallion, 千葉雄喜",US,88,0.892,0.531,-4.968,0.033,0.0,0.209,81.036,neutral
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,GB,81,0.73,0.487,-10.991,0.258,0.01,0.731,114.965,love/romance
1qhODkCMlYY22JflCKJQnz,اللي نفسه فيا بيتي ميتوهش,Eslam Kabonga,EG,59,0.754,0.843,-5.921,0.357,0.0,0.953,107.99,happy
3nqrrvkhUPUDhlycLZA6bl,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",worldwide,21,0.704,0.71,-5.191,0.356,0.000223,0.642,99.965,energetic
1C84d9abZVKWHT2YYpoean,Si No Quieres No,"Luis R Conriquez, Neton Vega",worldwide,89,0.786,0.786,-6.372,0.445,2.12e-06,0.611,100.123,energetic
7vv89PswQvqGKCGJ1rw5on,FIELD TRIP,"¥$, Kanye West, Ty Dolla $ign",US,0,0.731,0.686,-4.707,0.054,0.0,0.458,121.991,neutral
46cW6zufU9Woo11TLs2i6X,Angel Of My Dreams,JADE,GB,78,0.532,0.723,-5.776,0.104,0.000227,0.379,127.906,neutral
52A0oY4u5ufxrHC85JGf4x,Why Why Why,Shawn Mendes,CA,0,0.576,0.735,-6.75,0.00662,2.68e-06,0.455,104.992,neutral
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),"Ice Spice, Central Cee",GB,87,0.635,0.574,-7.453,0.229,0.0,0.592,153.938,neutral
3LWVXp636uLT356Rj08Jaz,Be Mine,Jimin,worldwide,81,0.687,0.747,-5.496,0.056,1.34e-06,0.56,66.495,energetic
7Lfwb4IjZiNYGuqtP65kIc,FRIED,"¥$, Kanye West, Ty Dolla $ign",US,69,0.571,0.632,-8.38,0.0137,3.26e-05,0.171,150.062,neutral
1AIbZL0CDlzTJ1Bv4kBP4G,SLIDE,"¥$, Kanye West, Ty Dolla $ign",US,69,0.749,0.802,-5.78,0.0258,0.0,0.443,107.996,energetic
2PyJAiQjp1OPkow2FJZKHR,you look like you love me (feat. Riley Green),"Ella Langley, Riley Green",CA,41,0.663,0.675,-5.851,0.353,0.0,0.455,128.942,neutral
5v1yAVGillOAN3yqJ6pmPL,PROMOTION,"¥$, Kanye West, Ty Dolla $ign",US,0,0.775,0.316,-11.591,0.262,0.0,0.268,157.022,sad
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Tommy Richman,US,88,0.904,0.452,-7.272,0.174,0.0,0.613,90.026,love/romance
3Y1EvIgEVw51XtgNEgpz5c,Von dutch,Charli xcx,GB,82,0.706,0.698,-5.679,0.00298,0.00375,0.648,130.013,love/romance
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,worldwide,92,0.52,0.731,-5.338,0.342,0.00101,0.662,173.93,neutral
0eBFgRxyVSeuT4iyrbukdn,Where the Wild Things Are,Luke Combs,US,84,0.708,0.731,-4.872,0.0189,4.47e-06,0.379,116.975,energetic
2t0LrmYXjzK0ZeVlTcXjvN,مهرجان بنكش علي شغله - واقف علي الامه - خصمي ده جالي جهتي,Fares Sokar - فارس سكر,EG,58,0.89,0.878,-0.823,0.231,0.0,0.929,120.05,happy
02YMpD1xbZZzpZbuZNvmD7,Sideways,"Gordo, Drake",CA,67,0.655,0.57,-11.475,0.527,0.43,0.487,121.843,neutral
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,CA,85,0.731,0.734,-3.145,0.0382,1.67e-06,0.797,101.008,happy
13hJUmR1UpCUzyHjotiImK,gen z luv,Central Cee,GB,71,0.593,0.809,-6.123,0.172,0.0,0.693,150.216,neutral
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"KAROL G, Peso Pluma",worldwide,87,0.841,0.738,-7.455,0.52,0.0,0.484,169.918,energetic
6NBc4HFBDAz9ghMfXuz3M0,VINI,Afroto,EG,46,0.821,0.73,-8.596,0.112,0.0,0.232,122.042,energetic
0wD0cXqeoRzHBhkEJIMx0t,ياما ليالى,"Sara Haytham, Bishoy Safwat, Mohamed Rahim, Carole Samaha, Mohamed Gomaa",EG,51,0.631,0.295,-11.566,0.964,6.55e-06,0.331,127.797,calm
3uC4r2daXertBxxc8BpbbN,Lithonia,Childish Gambino,US,74,0.412,0.377,-7.59,0.0754,1.58e-06,0.172,139.676,sad
01wDqphYNeE8jO2ctaQwdb,Share3 El Gharam,G. Oka,EG,58,0.756,0.761,-4.356,0.69,0.000369,0.657,134.933,energetic
0wD0cXqeoRzHBhkEJIMx0t,ياما ليالى,"Sara Haytham, Bishoy Safwat",EG,50,0.631,0.295,-11.566,0.964,6.55e-06,0.331,127.797,calm
0GqAWZe1A5ecKadZrHk6XH,Chk Chk Boom,Stray Kids,worldwide,62,0.924,0.739,-2.705,0.159,0.0,0.861,101.991,happy
1FhgmMvNlh3nJ1Ldc2eE6H,High Road (feat. Jessie Murph),"Koe Wetzel, Jessie Murph",US,64,0.622,0.726,-5.608,0.0518,0.0,0.534,138.043,energetic
4mFb5fW3T7DWPSTTb85Y30,بيكلموني,Ramy Gamal,EG,60,0.738,0.544,-6.067,0.679,0.0207,0.778,96.006,neutral
22DH8NChecsgPxDjA4pqer,Tough,"Quavo, Lana Del Rey",CA,89,0.582,0.557,-7.981,0.452,1.87e-05,0.211,84.989,neutral
339xW7VUrZEtBpvc4wSlqg,GABOLNA HKOMA,"ZIAD ZAZA, ZIEN4L",EG,58,0.604,0.786,-3.979,0.25,0.0,0.473,93.684,energetic
7lS0ajP9duQK04bPRyV0Mg,3AMEL EH,Marwan Moussa,EG,29,0.737,0.481,-9.435,0.829,0.000288,0.67,100.044,neutral
1ymWIr4E5x6xORlDO0bXlP,Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",CA,80,0.667,0.66,-9.054,0.263,0.0,0.216,139.117,neutral
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,GB,89,0.791,0.694,-4.332,0.0736,1.75e-06,0.826,123.508,happy
4HMUrFl8y6rQCzEbaGEkcj,Somebody Save Me,"Eminem, Jelly Roll",CA,82,0.577,0.657,-6.486,0.697,3.2e-06,0.437,180.727,neutral
1agDCV4zQqaFwJQNsTgmL1,Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",worldwide,75,0.79,0.915,-2.251,0.0366,0.0,0.726,97.47,happy
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,GB,86,0.578,0.866,-3.804,0.00701,0.0,0.619,128.038,neutral
55u5QIlEuzCipJBtZPdJio,Renaissance,Eminem,CA,84,0.562,0.901,-4.166,0.0695,0.0,0.241,199.226,neutral
6qafqn8bBMy7t5c5WqpyRk,Closer Than This,Jimin,worldwide,0,0.716,0.531,-6.051,0.391,0.0,0.431,87.984,neutral
5In8B6Om5OKrhwBMB4tXSi,Fuel,"Eminem, JID",US,82,0.885,0.662,-5.139,0.121,0.0,0.117,137.981,neutral
77pfjsq0gSZwO8bYVTVROo,Brand New Dance,Eminem,GB,83,0.808,0.705,-5.332,0.368,0.0,0.656,119.977,energetic
3GBApU0NuzH4hKZq4NOSdA,What You Know,Two Door Cinema Club,GB,74,0.563,0.739,-4.239,0.00073,1.45e-05,0.775,139.0,happy
44KVuj4G37j4HULHHrteQu,طب هأ دي حبيبتك مش بتقول لا - مهرجان - طب هأ دي حبيبتك مش بتقول لا - اسلام كابونجا -ميسو ميسره -توزيع فيجو الدخلاوي مهرجانات,"ميسو ميسره, Eslam Kabonga",EG,57,0.883,0.866,-1.927,0.0888,0.0,0.708,106.987,happy
7I3RalBqE7ZE0RSxgGlGlm,Habits,"Eminem, White Gold",CA,83,0.824,0.878,-5.02,0.169,0.0,0.645,100.005,energetic
7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,worldwide,90,0.706,0.691,-4.775,0.0584,6.99e-05,0.632,118.048,love/romance
0PTlHYXWyCeayIw3Tpafdl,عره فافي عامل مغامر - بت انتي حب حياتي,Essam Sasa,EG,57,0.579,0.9,-2.534,0.435,0.0,0.741,186.088,happy
21LCotDEwR7R8qOnqPVzi9,Evil,Eminem,CA,81,0.823,0.829,-5.524,0.392,0.0,0.6,80.538,energetic
50No7LiVffAJCWIChZodmU,Lucifer,"Eminem, Sly Pyper",CA,81,0.665,0.808,-3.983,0.0474,0.0,0.557,79.144,energetic
0LZy30mVmxqUpdQmaXKXBd,ADIVINO,"Myke Towers, Bad Bunny",worldwide,89,0.786,0.854,-2.4,0.169,2.39e-05,0.522,117.994,energetic
59151GHN7yr5g9B3bqlGdR,Trouble,Eminem,GB,80,0.706,0.85,-3.308,0.0532,0.0,0.72,82.652,happy
0w3CE6Zu4zqkMpZLekSzLs,AL ARBA3,Marwan Pablo,EG,58,0.608,0.614,-7.988,0.715,2.05e-05,0.438,170.027,neutral
0DIcssPpatAMqFXLZCxZMN,Antichrist,Eminem,CA,79,0.867,0.887,-3.198,0.0838,1.52e-06,0.57,98.558,energetic
3LkXOTWDwskwciQoARFDzu,Guilty Conscience 2,Eminem,CA,78,0.67,0.852,-4.412,0.127,0.0,0.483,164.421,energetic
6uMGHQvhZq8YyT4kdnG1L3,Temporary,"Eminem, Skylar Grey",GB,75,0.574,0.439,-10.311,0.511,0.0,0.395,78.302,neutral
5GDhHuLpmneh1DCMyKMJp3,Roma,Cairokee,EG,56,0.668,0.54,-8.16,0.0871,0.0103,0.566,160.002,neutral
0bBnrokPXtfwXQarqCu1Gz,Road Rage,"Eminem, Dem Jointz, Sly Pyper",CA,76,0.835,0.744,-4.485,0.138,0.0,0.328,94.984,energetic
79IBoMfFn67UI15YkP1FSp,EL RITMO QUE NOS UNE - feat. Selección Colombia,"Ryan Castro, SOG",worldwide,74,0.78,0.825,-6.066,0.0578,0.0,0.777,98.04,happy
16kiQQ4BoLHDyj5W2fkfNK,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,worldwide,76,0.676,0.745,-6.19,0.329,4.36e-05,0.842,95.102,happy
5mVU4fLCwzGRyqXeXCYkE6,Three Lions 96 - Remastered,"Baddiel, Skinner & Lightning Seeds, The Lightning Seeds",GB,44,0.537,0.773,-6.869,0.077,0.0,0.593,126.322,neutral
0b7j16ybxD7YJFtj8dou8Z,Vindaloo,Fat Les,GB,59,0.646,0.969,-5.308,0.115,0.0,0.352,120.061,energetic
47x8g4l24IpCvlcRxv2Jb6,World in Motion,New Order,GB,34,0.603,0.955,-4.111,0.0239,0.0451,0.787,123.922,happy
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,GB,78,0.529,0.127,-16.066,0.614,0.000133,0.579,63.05,calm
2d7hZirnGQ9zu8TODdqVV8,Southgate You're the One (Football's Coming Home Again),Atomic Kitten,GB,55,0.722,0.726,-5.451,0.0346,1.2e-06,0.469,93.985,energetic
3Ucr6hQQuY8cZ0UqXV8uO2,Freed from Desire,Gala,GB,52,0.715,0.76,-7.534,0.389,0.0199,0.667,128.984,energetic
54tDU1G1SLTAtRvRFltqvJ,Three Lions 98 - Remastered,"Baddiel, Skinner & Lightning Seeds, The Lightning Seeds",GB,33,0.468,0.839,-5.53,0.321,9.38e-06,0.374,125.949,neutral
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,GB,79,0.356,0.917,-6.006,0.0335,0.0,0.518,171.176,neutral
7GXOXYdU950eRvk5rUAE8F,Head Honcho,"Eminem, Ez Mil",US,69,0.66,0.716,-7.353,0.0386,0.0,0.419,172.683,energetic
15qnOSRK5HMWOgL5HURhrc,Bad One,"Eminem, White Gold",US,69,0.917,0.724,-4.877,0.036,0.0,0.484,145.775,energetic
0Ai6qtPfiEYGCqBGJYWD1W,Three Lions (Football's Coming Home),"Baddiel, Skinner & Lightning Seeds",GB,65,0.55,0.699,-8.791,0.0792,0.0,0.641,126.3,love/romance
0T61bGOEKCv09tvbbiXb8u,منحرفين ( في حضورنا الدنيا بتتشقلب ),Essam Sasa,EG,57,0.839,0.922,-1.46,0.129,0.0,0.882,109.988,happy
4vLMzTyW0qq87QEaX2enxW,كلها بقا ليها اخصام - عليا الطلاق كله بيكدب,Kozbara,EG,57,0.863,0.932,-2.596,0.0601,0.000273,0.831,104.986,happy
0TDXeyH0hdiz0SZQo5w1nm,Breaking News - skit,Eminem,CA,69,0.456,0.95,-10.811,0.809,0.0464,0.175,121.822,neutral
0cyN7uQYxTlqwgyh6rm1IH,Guess Who’s Back - skit,Eminem,CA,67,0.422,0.234,-20.597,0.021,0.0,0.441,79.664,neutral
3c9EsIo34kil8Oj1reaozB,American Nights,Zach Bryan,US,77,0.57,0.678,-5.629,0.0309,9.92e-06,0.358,137.581,neutral
1vj47xD8v9wIhQrmQY2Dkv,Better Days (feat. John Mayer),"Zach Bryan, John Mayer",US,75,0.562,0.564,-6.946,0.705,0.0,0.314,82.685,neutral
1eDI5oU04SLsXl0TfxfwYf,Love Me JeJe,Tems,GB,74,0.834,0.516,-10.871,0.156,0.53,0.531,103.955,neutral
77DRzu7ERs0TX3roZcre7Q,euphoria,Kendrick Lamar,US,88,0.831,0.643,-5.002,0.046,0.0,0.142,139.948,neutral
3XbIhTYl6a0uXPyO43eiXa,Oak Island,Zach Bryan,US,73,0.351,0.628,-6.498,0.0994,0.00656,0.387,170.264,neutral
4jIy1KWDGEptJGq94tqB5Y,The Way Back,Zach Bryan,US,71,0.543,0.492,-8.313,0.673,0.000163,0.178,79.886,neutral
0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,CYRIL,worldwide,89,0.875,0.518,-8.388,0.0638,0.00995,0.37,126.089,neutral
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,US,81,0.652,0.698,-4.667,0.00112,0.000115,0.47,96.021,neutral
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,US,74,0.424,0.662,-5.547,0.518,1.77e-06,0.385,111.758,neutral
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,US,85,0.64,0.663,-7.516,0.201,0.00806,0.663,132.77,love/romance
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,Feid,worldwide,87,0.819,0.675,-4.281,0.0318,0.0,0.602,92.99,love/romance
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,worldwide,89,0.629,0.733,-5.445,0.0025,0.0,0.362,120.001,energetic
7jtQIBanIiJOMS6RyCx6jZ,Another Love,Tom Odell,worldwide,63,0.442,0.538,-8.55,0.717,2.95e-05,0.139,122.758,neutral
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,US,76,0.398,0.952,-6.042,0.000373,7.75e-05,0.584,122.093,neutral
2OcpUR9GG6jOv6OXhFrUda,The Great American Bar Scene,Zach Bryan,US,66,0.392,0.405,-9.279,0.51,0.0988,0.279,141.192,neutral
41XsipI31N1fLKLVvWNuQC,Mechanical Bull,Zach Bryan,US,66,0.423,0.404,-9.563,0.393,0.00895,0.257,145.902,neutral
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,US,72,0.55,0.824,-5.988,0.448,0.000127,0.777,114.512,happy
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,US,71,0.638,0.831,-5.039,0.142,0.0,0.649,124.071,energetic
0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Daryl Hall & John Oates,US,83,0.573,0.683,-6.644,0.461,0.0,0.817,169.519,happy
6k54kYFGcR5OqsYgp0PMlY,Lucky Enough (Poem),Zach Bryan,US,64,0.461,0.285,-11.095,0.885,0.0,0.222,75.607,sad
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,Zac Brown Band,US,78,0.566,0.713,-4.25,0.645,0.0,0.805,169.861,happy
6iXgIXqpqn13pbw0ZUhf0E,Purple Gas,"Zach Bryan, Noeline Hofmann",US,63,0.52,0.308,-8.924,0.856,0.0,0.493,143.928,calm
5hrGuVnNc8tkRgkW38J5Vv,Boons,Zach Bryan,US,64,0.495,0.33,-10.171,0.73,4.49e-05,0.234,83.211,sad
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,US,76,0.782,0.589,-7.37,0.0476,5.84e-06,0.849,85.022,love/romance
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,US,76,0.529,0.482,-11.709,0.7,0.0,0.492,138.453,neutral
38vhXqp4YdfkDvqkZdLBp0,Memphis; The Blues (feat. John Moreland),"Zach Bryan, John Moreland",US,63,0.558,0.579,-7.161,0.326,0.000398,0.365,78.131,neutral
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,US,81,0.596,0.606,-12.145,0.181,0.000327,0.886,97.785,happy
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,GB,87,0.545,0.675,-6.474,0.00617,0.00197,0.162,124.97,neutral
5A8xI7PN4WDe9e61xEdt94,Yeah Glo!,GloRilla,US,80,0.894,0.66,-5.349,0.0243,0.0,0.181,148.072,neutral
6NZ2QhENX1TamnJuXST8E4,Let Me Tell You,R3load,GB,13,0.831,0.626,-5.535,0.000406,0.903,0.444,123.002,neutral
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,GB,84,0.557,0.442,-7.224,0.731,1.46e-05,0.213,146.277,neutral
535QXmpOSHUMTw46lNJkj5,PARIS,"TURK, ZIAD ZAZA, Dabl De",EG,58,0.879,0.679,-5.84,0.214,0.0,0.363,124.997,neutral
7sxPHO8bRHKJYiomXQb9Ne,مهرجان يازميكس البت بتاعتك دي الاكس,"Fares Sokar - فارس سكر, Omar Id",EG,56,0.926,0.964,0.4,0.096,1.89e-06,0.906,107.992,happy
4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,OneRepublic,CA,53,0.696,0.797,-6.477,0.0808,7.12e-05,0.81,139.999,happy
