spotify_id,name,artists,country,popularity,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,mood
569uHYIB0X324FZOBEhvit,Ghostbusters,Ray Parker Jr.,US,76,0.778,0.719,-9.698,0.0123,0.0262,0.729,115.4,happy
0xxZY5C9xxij3D1HkzbnfC,Monster Mash,"Bobby ""Boris"" Pickett, The Crypt-Kickers",US,80,0.541,0.504,-14.191,0.375,0.0,0.707,68.482,love/romance
6hu1bJBNMeXIepHr1joKW4,Meteor Man,Lil Uzi Vert,US,66,0.555,0.74,-5.884,0.0269,0.0,0.0384,134.906,neutral
3mhsDyQpX2L8sJMdWUHOi3,This Is Halloween,The Citizens of Halloween,US,66,0.567,0.508,-12.823,0.767,0.0,0.647,167.63,neutral
7KGqSVxESDoLeeRCiIxZZ2,The Rush (feat. Big Time Rush),"Lil Uzi Vert, Big Time Rush",US,65,0.587,0.623,-4.867,0.161,0.0,0.319,128.272,neutral
2LlQb7Uoj1kKyGhlkBf9aC,Thriller,Michael Jackson,US,74,0.771,0.687,-9.814,0.0318,0.000225,0.783,118.392,happy
5L5GwmHf7R1zK4APVerRFL,Paars In The Mars,Lil Uzi Vert,US,64,0.656,0.724,-5.732,0.297,0.0,0.483,77.492,energetic
1197AvSs0lMg5kNIGaeENm,Not An Option,Lil Uzi Vert,US,64,0.71,0.736,-3.932,0.0301,0.0,0.348,140.031,energetic
4YLizxRQsTqqnvzzYq2VaE,Mr Chow,Lil Uzi Vert,US,64,0.736,0.683,-5.5,0.0082,0.0,0.233,129.893,neutral
4ppKM7xnkSAwSyKqD4QTY4,Chill Bae,Lil Uzi Vert,US,65,0.672,0.663,-5.984,0.112,0.0,0.381,184.057,neutral
2QN9zL3SzXdGqqmXO68gFp,Somebody's Watching Me - Single Version,Rockwell,US,79,0.788,0.576,-6.996,0.0372,0.000211,0.889,124.115,love/romance
6f1DJYPjsyIwMD4g1h3fIK,Lyft Em Up,Lil Uzi Vert,US,63,0.784,0.663,-7.165,0.0378,0.0,0.0789,140.092,neutral
06iup3YJ4EsnkSxyQKFfNk,She Stank,Lil Uzi Vert,US,63,0.687,0.576,-6.263,0.0858,0.0,0.287,145.027,neutral
5VVZU6x6dwF0yHhZGBaFUo,El Leila,Ilmond,EG,57,0.614,0.311,-16.447,0.578,0.00133,0.318,109.943,neutral
1sUdq3kWa9dJXHu3eYOUll,"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,worldwide,77,0.772,0.788,-5.414,0.0027,0.000583,0.574,127.91,energetic
0wQy2OO7jKjm0OOmA7gv3f,Thriller - 2003 Edit,Michael Jackson,US,56,0.775,0.852,-4.813,0.0892,2.35e-05,0.836,118.561,happy
11BKm0j4eYoCPPpCONAVwA,Bloody Mary,Lady Gaga,US,73,0.591,0.634,-6.365,0.0107,1.95e-06,0.44,99.998,neutral
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,US,76,0.838,0.794,-8.245,0.22,0.0,0.962,132.446,happy
6TZTu1F0gnp8mtzvYZao41,The Addams Family,Andrew Gold,US,72,0.898,0.31,-13.578,0.0955,0.0,0.881,115.073,neutral
0pvZCv4JOS5WBu7JITYef6,I Hope You Find Your Way Home,"Tyler, The Creator",US,78,0.621,0.596,-4.35,0.294,5.53e-05,0.207,112.188,neutral
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,US,79,0.707,0.814,-4.509,0.0861,0.0,0.717,124.921,happy
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,US,78,0.721,0.521,-8.123,0.0708,0.00545,0.942,123.118,love/romance
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,US,77,0.333,0.927,-8.55,0.0029,0.000208,0.385,141.466,neutral
6Z36wt7oo6xm2uGN00PnTq,Halloween Theme,"John Carpenter, Cody Carpenter, Daniel Davies",CA,70,0.55,0.704,-11.162,0.024,0.81,0.488,136.013,neutral
7FD5ZtQ7MAUE7XEbEe0p73,Harry Potter - Trap Remix,Trap Remix Guys,CA,69,0.591,0.713,-7.942,0.000513,0.622,0.0812,125.997,neutral
3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,"Tyler, The Creator",US,83,0.596,0.575,-8.325,0.0861,0.000153,0.34,98.265,neutral
3coRPMnFg2dJcPu5RMloa9,Whiplash,aespa,worldwide,75,0.863,0.9,-2.974,0.0953,0.0212,0.748,126.023,happy
31TVho4kOuAeRmLYGIEuWn,TGIF,GloRilla,US,68,0.894,0.526,-6.622,0.0804,4.4e-05,0.208,140.041,neutral
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,US,87,0.758,0.759,-5.315,0.329,3.96e-06,0.732,126.012,happy
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,US,85,0.657,0.82,-4.448,0.0176,0.0,0.709,124.041,happy
42wdz3j7gstgUuhoFLCXqd,PELIGROSA,FloyyMenor,worldwide,84,0.763,0.519,-7.426,0.22,6.42e-06,0.804,100.025,love/romance
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",GB,88,0.727,0.782,-8.529,0.0563,0.336,0.655,119.992,energetic
2hrycoFU1mZw6YPvMcn8yC,KEHLANI,Jordan Adetunji,GB,86,0.645,0.634,-3.769,0.158,3.78e-06,0.352,160.017,neutral
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,GB,86,0.61,0.926,-4.843,0.031,0.0012,0.861,172.638,happy
1QSMPPfQD7uMBbT0KN1ey2,Wein,AL SHAMI,EG,65,0.675,0.703,-10.767,0.105,0.0,0.524,102.962,energetic
2qU4cGVCZ6CJQ8RjMHvGvp,قمبلة الجيل ( اختي وصحبتي ),"حمادة مجدي, Hassan Shakosh",EG,58,0.951,0.878,-1.737,0.0673,4.1e-05,0.94,110.006,happy
3uwYsiS1nnYDfVQMBbdX2B,ايوا يا حبيبتي وحشتينى,"Eslam Kabonga, Kalosha",EG,57,0.883,0.888,-1.012,0.331,0.0,0.827,107.015,happy
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",worldwide,85,0.79,0.831,-4.185,0.312,0.0,0.872,124.987,happy
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,US,83,0.492,0.519,-6.886,0.227,8.47e-05,0.435,80.868,neutral
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,GB,83,0.648,0.822,-5.231,0.0598,0.0,0.397,99.933,energetic
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,GB,82,0.536,0.768,-5.948,0.00433,0.0,0.545,77.217,neutral
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor,LISA,worldwide,89,0.733,0.786,-3.951,0.128,0.0,0.672,109.954,energetic
0rtDE9zfXbamTlRUSwY7zy,Belong Together,Mark Ambor,GB,81,0.646,0.668,-5.203,0.491,0.0,0.64,90.97,love/romance
0hZaYE3a53y2VbZq85MceM,تيجي نسيب,Angham,EG,56,0.341,0.572,-5.478,0.813,0.0,0.281,172.709,neutral
7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,Crowded House,GB,81,0.439,0.421,-17.227,0.0148,4.88e-05,0.551,81.833,neutral
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,GB,84,0.726,0.787,-2.494,0.009,0.0,0.888,124.99,happy
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,US,83,0.486,0.702,-5.758,0.239,7.54e-05,0.382,81.053,neutral
3OJDtCdYs8QJnui708tEU3,Soltera,Shakira,worldwide,86,0.841,0.752,-4.735,0.167,0.00046,0.67,100.076,energetic
6PhRhocBXP4y7NpciGmzra,Después De La 1,"Cris Mj, FloyyMenor, LOUKI",worldwide,87,0.805,0.581,-5.091,0.0303,0.0202,0.528,99.973,neutral
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,GB,77,0.652,0.877,-2.986,0.0227,0.0,0.486,118.491,energetic
0CFhbNsY7CsuSkBQOiLPzz,Or What,"NLE Choppa, 41, Kyle Richh",US,69,0.731,0.586,-7.564,0.116,0.0,0.147,125.845,neutral
2afCBiru10AFckfOa49wIa,You & I,One Direction,GB,77,0.574,0.329,-6.829,0.22,0.0,0.356,130.993,neutral
2qXSWquHZScT6OMJARM6Ql,Ganeni,Elyanna,EG,65,0.779,0.732,-4.686,0.0676,4.12e-06,0.361,104.969,energetic
3GOYPVrfSurAsLCg3MhIOO,انا مش غايب علشان اعود - اخويا ماضي ع الاحالة,Essam Sasa,EG,51,0.754,0.926,-1.902,0.33,0.0,0.789,109.099,happy
3uwYsiS1nnYDfVQMBbdX2B,ايويا يا حبيبتي وحشتيني,"Eslam Kabonga, Kalosha",EG,57,0.883,0.888,-1.012,0.331,0.0,0.827,107.015,happy
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,US,83,0.505,0.27,-9.165,0.593,0.0,0.557,98.721,neutral
29JrmE89KgRyCxBIzq2Ocw,Strip That Down (feat. Quavo),"Liam Payne, Quavo",GB,69,0.873,0.495,-5.446,0.199,0.0,0.546,106.033,neutral
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,GB,78,0.731,0.703,-5.672,0.111,0.0,0.595,138.111,energetic
0HMjXBAZmSYOTTi33WpMso,History,One Direction,GB,72,0.655,0.697,-4.421,0.0359,0.0,0.802,86.704,happy
3i86MS9vF1VCf0h2IEpKWY,A Lot More Free,Max McNown,CA,73,0.469,0.279,-8.8,0.198,4.05e-05,0.314,142.946,neutral
3nQ24dxqvxZEVwlHTeuLz0,Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",US,79,0.711,0.603,-7.815,0.0962,0.0,0.339,135.151,neutral
0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries,GB,84,0.439,0.434,-14.918,0.0783,5.18e-05,0.204,94.843,neutral
3WSOUb3U7tqURbBSgZTrZX,Casual,Chappell Roan,GB,85,0.508,0.411,-6.95,0.226,0.0,0.34,131.008,neutral
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,CA,83,0.491,0.583,-10.964,0.185,0.0,0.908,150.566,neutral
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,CA,82,0.392,0.37,-10.888,0.205,0.0096,0.512,48.718,neutral
0rDNeS6IwKi1oMrtkEc5S0,Yazmeely,Muhab,EG,63,0.706,0.467,-9.396,0.575,0.0,0.224,100.045,neutral
78veJTXWwR5FxpZ7dW0Plr,Rehla,Muhab,EG,58,0.783,0.347,-14.884,0.608,1.55e-05,0.261,104.997,sad
5VVZU6x6dwF0yHhZGBaFUo,El Leila,Muhab,EG,58,0.614,0.311,-16.447,0.578,0.00133,0.318,109.943,neutral
0PAcdVzhPO4gq1Iym9ESnK,Thinkin’ Bout Me,Morgan Wallen,US,83,0.659,0.789,-5.723,0.487,0.0,0.468,139.982,energetic
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,GB,87,0.804,0.957,-5.452,0.125,0.0174,0.962,126.035,happy
4l4OfcR9UPPT06BINAxbiA,I might say something stupid featuring the 1975 & jon hopkins,"Charli xcx, The 1975, Jon Hopkins",US,65,0.263,0.202,-14.356,0.852,0.00554,0.0995,137.982,sad
7CwWhMGWICOl2ICwbk3QTE,Talk talk featuring troye sivan,"Charli xcx, Troye Sivan",US,63,0.731,0.817,-5.595,0.0196,6.13e-06,0.661,130.032,energetic
5xyaPwLmgoyGlDDu2H0Uix,365 featuring shygirl,"Charli xcx, Shygirl",GB,66,0.735,0.654,-8.633,0.244,0.00514,0.688,137.713,love/romance
2zbtUOuh8lREqhg8JCRrhs,Club classics featuring bb trickz,"Charli xcx, Bb trickz",GB,66,0.912,0.594,-4.445,0.0178,0.00762,0.802,131.027,love/romance
1RGidCmtrqER8GBs8TnG9C,Everything is romantic featuring caroline polachek,"Charli xcx, Caroline Polachek",GB,65,0.604,0.449,-11.468,0.168,0.000724,0.333,150.106,neutral
1PJe42QnCMD6JqhcooaWzc,Apple featuring the japanese house,"Charli xcx, The Japanese House",GB,64,0.721,0.836,-7.547,0.219,0.0,0.693,125.878,energetic
7BBfVKqGeGwApGKfKjmBKq,لعبالي في دماغي,COPY RIGHT | MUSIC,EG,30,0.887,0.957,-0.568,0.0384,0.0,0.903,111.12,happy
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",CA,90,0.464,0.745,-3.202,0.0235,0.0,0.262,180.098,neutral
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,worldwide,88,0.705,0.783,-4.783,0.138,0.0,0.454,103.001,energetic
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,US,86,0.566,0.366,-12.808,0.113,0.181,0.237,129.96,sad
1dVGCdJ4SibwgThXlUBU0l,وغلاوتك,Amr Diab,EG,62,0.764,0.401,-18.609,0.678,0.118,0.787,100.797,neutral
53A95mGzwiRKw61TOI7VEW,كل وعد,Wael Jassar,EG,60,0.616,0.801,-5.164,0.66,0.0,0.41,91.003,energetic
5eCxireTQkTU35441zLrLN,فووق,Assala Nasri,EG,44,0.478,0.599,-5.406,0.382,0.0,0.578,137.586,neutral
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",worldwide,90,0.776,0.667,-6.622,0.0146,0.3,0.618,130.019,love/romance
1CQzS4IBMOHRYGgEg3eZrz,Fouq,Assala Nasri,EG,57,0.46,0.6,-5.404,0.392,0.0,0.572,137.585,neutral
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,worldwide,87,0.575,0.648,-4.891,0.583,0.0,0.466,75.977,neutral
5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",worldwide,89,0.741,0.754,-5.412,0.00526,8.21e-06,0.717,126.98,happy
3EO58D1YpHnTvBy68gK8HE,Wind Up Missin’ You,Tucker Wetmore,US,44,0.571,0.717,-5.807,0.508,1.17e-06,0.661,171.858,neutral
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,GB,87,0.706,0.8,-6.333,0.00584,0.0,0.629,100.011,energetic
49S3znqBAQyPyMpEuKeyJ6,feelslikeimfallinginlove,Coldplay,GB,67,0.626,0.522,-7.517,0.0495,0.00832,0.294,121.154,neutral
75aiWGFwPn6LiYoKJz5H8f,اول قفا يا بروسلي ( خمسه علينا من عينكو ),"Karim Cristiano, Eslam Kabounga",EG,57,0.781,0.959,-0.854,0.305,0.0,0.733,108.03,happy
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,"David Guetta, OneRepublic",CA,88,0.681,0.714,-4.617,0.0375,0.0,0.554,129.976,energetic
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,worldwide,89,0.488,0.87,-4.185,0.00353,0.0,0.211,110.072,neutral
7xrEnNo99wrmIs8ZK3RZMK,WE PRAY,"Coldplay, Little Simz, Burna Boy, Elyanna, TINI",GB,63,0.745,0.52,-8.048,0.0674,5.06e-05,0.673,135.956,love/romance
3ilp9U50Ak4CKkS7jdCY4L,اختياراتي - من فيلم مستر إكس,Ahmed Saad,EG,62,0.85,0.8,-3.873,0.0688,0.0,0.846,119.985,happy
1x77KcxyDUitE4trltji2r,القاضية (من فيلم ولاد رزق 3),Eslam Shendy,EG,57,0.81,0.75,-4.817,0.0315,0.0,0.71,108.014,happy
2cZOYofOX4d6g0OXxkaIjA,ALL RED,Playboi Carti,US,90,0.76,0.663,-4.763,0.109,0.0,0.209,143.082,neutral
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,CA,89,0.893,0.4,-7.981,0.0452,0.0823,0.945,124.987,neutral
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,CA,89,0.7,0.425,-12.531,0.144,0.879,0.521,110.015,neutral
58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,US,80,0.52,0.852,-5.866,0.00237,5.79e-05,0.234,140.267,neutral
7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",worldwide,88,0.679,0.587,-7.015,0.141,6.35e-06,0.486,186.003,neutral
0LhKRMMkmpGvMXw4wuj0ik,Bansa Nafsy (Freedom Music),"Abyusif, Dou",EG,54,0.495,0.575,-8.489,0.447,0.0104,0.712,119.91,neutral
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,CA,80,0.936,0.878,-2.798,0.0283,2.31e-06,0.902,126.992,happy
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",CA,80,0.611,0.911,-4.106,0.0061,0.0,0.495,119.986,energetic
1xj4QUmLjHPtp1R4oh7nxR,Going Crazy,Nines,GB,42,0.553,0.775,-5.007,0.368,0.0,0.64,92.996,neutral
5o0osRx8kYJTOqlOSggr9Z,Carry You Home,Alex Warren,GB,47,0.525,0.66,-7.094,0.468,3.3e-06,0.458,123.787,neutral
0merm849HwHiuIIAU0Nb9T,DÉJÀ VU,Marwan Pablo,EG,60,0.62,0.818,-7.964,0.42,0.0116,0.338,157.981,energetic
0ydx75YiFzLjjQknKFNFwt,Burning Down,Alex Warren,CA,53,0.499,0.674,-3.866,0.0745,0.0,0.442,171.892,neutral
2jnezASa7o0lP6aif6VrIf,TEFLON DON,Future,US,78,0.916,0.578,-6.275,0.00349,0.00402,0.192,124.005,neutral
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,worldwide,89,0.612,0.28,-8.648,0.932,0.0,0.387,72.795,calm
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,US,76,0.863,0.754,-5.851,0.00125,0.0,0.301,131.001,energetic
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,worldwide,86,0.552,0.73,-6.203,0.0011,0.0,0.162,116.875,neutral
2Lumsra3kuU61wXkEKzKaK,Disco,Surf Curse,US,85,0.473,0.621,-8.698,0.0253,0.000366,0.782,173.083,happy
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,TV Girl,US,87,0.559,0.871,-5.338,7.53e-06,0.00545,0.572,104.97,neutral
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,CA,87,0.555,0.216,-11.661,0.557,0.00416,0.504,79.109,neutral
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),"LISA, ROSALÍA",worldwide,92,0.477,0.854,-4.715,0.0858,0.0,0.314,140.515,neutral
3kXoKlD84c6OmIcOLfrfEs,September,"Earth, Wind & Fire",worldwide,85,0.674,0.832,-7.892,0.146,5.06e-06,0.981,125.996,happy
7zOVh5fGpEwSbZd0g9z80B,Satu Bulan,Bernadya,worldwide,87,0.436,0.299,-10.42,0.942,0.0498,0.244,85.744,sad
6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,"Mark Ronson, Amy Winehouse",GB,82,0.699,0.83,-4.898,0.00243,0.00024,0.889,105.809,happy
0BiDnJFB3TlRB6aji7jUz3,Rey Sin Reina,Julión Álvarez y su Norteño Banda,worldwide,82,0.529,0.356,-6.612,0.29,0.0,0.659,169.653,neutral
6pf7fmrtYcA4WpqTksuh68,SKI,Future,US,72,0.816,0.561,-7.566,0.0801,2.74e-06,0.111,135.028,neutral
0DhCbTQZfWD8P8pOlg3jv9,TOO FAST,Future,US,72,0.542,0.61,-6.497,0.133,0.0,0.317,83.51,neutral
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,GB,79,0.376,0.896,-4.065,0.000452,0.0,0.472,174.379,neutral
1rbTrWXSIPfJmYUUptlUhD,Ana Meen,"Oxide Muzik, زاد",EG,51,0.52,0.33,-11.769,0.195,1.45e-06,0.5,95.08,neutral
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,CA,83,0.551,0.801,-5.069,0.013,6.03e-06,0.625,128.027,neutral
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,worldwide,72,0.575,0.828,-6.599,0.724,0.00792,0.133,113.811,neutral
2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,Future,US,68,0.794,0.533,-8.206,0.14,2.76e-05,0.15,120.011,neutral
5tUETztMKNT9NDbMUVpxzl,READY TO COOK UP,Future,US,68,0.793,0.601,-4.978,0.0301,0.00625,0.0877,131.995,neutral
5sWxZXRYjkAnRQr7894dRa,OCEAN,Future,US,67,0.683,0.475,-9.867,0.393,0.0361,0.258,138.061,neutral
4BObwxRcqiuifYuPbYrjqP,PRESS THE BUTTON,Future,US,66,0.82,0.576,-7.488,0.0557,3.73e-05,0.183,141.003,neutral
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",US,87,0.814,0.676,-4.67,0.00709,1.28e-05,0.312,162.012,neutral
1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,Drake,CA,80,0.694,0.574,-6.144,0.193,0.0,0.286,146.007,neutral
2ZqTbIID9vFPTXaGyzbb4q,Neva Play (feat. RM of BTS),"Megan Thee Stallion, RM",worldwide,86,0.826,0.756,-4.984,0.0203,0.0,0.794,160.01,happy
2wEino4lZrzgdKQr9Kuqpw,Esmek Eh,Amir Eid,EG,55,0.694,0.323,-10.151,0.838,1.69e-06,0.296,125.998,sad
0UvCh63URrLFcPkKt99hHd,Don't Look Back in Anger - Remastered,Oasis,GB,76,0.327,0.938,-3.237,0.0707,3.79e-06,0.327,162.933,neutral
4xAjSHg3tyw9I35Rmlj5Et,2al Eh Fakerni Shab Nighty,Ameen Khattab,EG,58,0.893,0.896,-0.172,0.0957,0.0126,0.957,112.004,happy
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,US,87,0.418,0.815,-6.216,0.362,0.0,0.758,77.862,happy
12dU3vAh6AFoJkisorfoUl,Don't Look Back In Anger - Remastered,Oasis,GB,79,0.328,0.936,-3.254,0.0665,2.61e-06,0.31,162.97,neutral
6TlQ5fbojNRuG0hPQMbxeW,Live Forever - Remastered,Oasis,GB,76,0.286,0.822,-3.366,2.31e-05,1.31e-05,0.19,90.96,neutral
3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,US,87,0.716,0.63,-7.509,0.475,0.0,0.588,91.003,neutral
0TchhsYsdtIsY6HCJ0YQWL,اتنين بمقام ملايين,Essam Sasa,EG,59,0.774,0.856,-0.977,0.467,0.0,0.9,107.991,happy
1gFRKxEsz8WalxCfNJkPic,MAGHOOL,TUL8TE,EG,60,0.631,0.797,-4.286,0.154,0.000409,0.355,107.964,energetic
1KgfeuVn5OlsBEtoEmBa1t,Live Forever,Oasis,GB,68,0.335,0.776,-5.32,9.27e-06,9.51e-06,0.219,90.59,neutral
1560osUcXrnov6yuOjXvc1,No Face,Drake,CA,79,0.853,0.69,-5.858,0.0771,0.0,0.471,125.951,neutral
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",worldwide,86,0.786,0.707,-4.386,0.0399,0.0,0.691,82.045,energetic
261EcPb2XfhnPWSnlMOi3G,World Tour (Aquafina),Juice WRLD,US,62,0.69,0.489,-5.032,0.0564,0.0,0.456,147.992,neutral
1xRRPtBWty61XDG7BvMdmL,Don't Look Back in Anger,Oasis,GB,54,0.348,0.914,-3.586,0.0301,7.68e-06,0.231,163.98,neutral
1DadkoAI2gicYJfindPY20,Wonderwall,Oasis,GB,52,0.405,0.894,-4.336,0.000801,0.0,0.642,174.502,neutral
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,GB,85,0.542,0.905,-5.653,0.00172,0.0104,0.374,153.398,neutral
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,GB,86,0.701,0.751,-8.39,0.123,0.0,0.22,129.994,energetic
4xAjSHg3tyw9I35Rmlj5Et,قال ايه فاكرنى شاب نايتى,Ameen Khattab,EG,58,0.893,0.896,-0.172,0.0957,0.0126,0.957,112.004,happy
0XkZmBCCcdMY0EPY8ij6Gb,Slim Pickins,Sabrina Carpenter,US,85,0.619,0.542,-8.681,0.288,0.0,0.308,99.824,neutral
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,CA,86,0.532,0.767,-5.509,0.00287,0.000513,0.755,127.361,happy
1lloYB6uHOTDmheiWsq4DL,Ruby Rosary (feat. J. Cole),"A$AP Rocky, J. Cole",US,45,0.663,0.647,-7.249,0.794,0.0,0.432,78.584,neutral
2D9a9CXeo3HFtVeaNlzp4a,just stand there,"Fred again.., SOAK",GB,43,0.564,0.864,-7.111,0.0278,0.125,0.29,130.023,neutral
1rf4SX7dduNbrNnOmupLzi,adore u,"Fred again.., Obongjayar",GB,39,0.747,0.867,-7.311,0.582,0.00413,0.684,124.014,energetic
1qfJ6OvxrspQTmcvdIEoX6,places to be,"Fred again.., Anderson .Paak, CHIKA",GB,36,0.547,0.91,-3.723,0.00765,0.0182,0.783,176.009,happy
6dUfUi14QkuIpGA0GFFPyC,Supersonic - 2014 Remaster,Oasis,GB,66,0.361,0.911,-2.853,6.06e-05,0.00752,0.643,103.999,neutral
1qIwin7JMVuX70qN6wD8ww,It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",CA,72,0.783,0.723,-4.881,0.0264,0.0,0.294,139.942,energetic
09LrGvT9KsACH66RHYMDyR,Don’t Smile,Sabrina Carpenter,US,84,0.628,0.453,-10.141,0.448,0.000538,0.328,89.969,neutral
4jJfa4mO5JjV9Tz2aAxE2M,Supersonic - Remastered,Oasis,GB,73,0.359,0.913,-2.865,6.31e-05,0.0121,0.589,104.058,neutral
2A7GGXmTlXuH9LOvBXgOX4,Champagne Supernova - Remastered,Oasis,GB,75,0.293,0.817,-3.786,0.458,0.0509,0.138,150.249,neutral
4ZVWHKVY1HgRkoLkQFdDbR,كل الحلوين ولا شغلوني,Ameen Khattab,EG,58,0.845,0.88,-2.616,0.341,2.79e-06,0.848,115.989,happy
5VhvD0AKRprEaFtPNKGBQR,Dumb & Poetic,Sabrina Carpenter,US,84,0.471,0.389,-5.421,0.772,0.0,0.238,78.092,sad
02ePjHjIiszSYqeLykvpTN,She's Electric - Remastered,Oasis,GB,63,0.487,0.909,-3.484,0.159,1.27e-06,0.51,125.422,neutral
1fTjqf10accJCDYstPwwZ6,Ohnana,Kapo,worldwide,89,0.775,0.581,-3.621,0.617,8.33e-06,0.658,104.977,neutral
6z1Xz89avh1KA7d3Ek7DQP,Half the World Away - Remastered,Oasis,GB,60,0.338,0.459,-8.652,0.305,0.0,0.229,171.917,neutral
5YciOakY5dB5dULkiLdCaf,Stop Crying Your Heart Out,Oasis,GB,75,0.38,0.572,-5.334,0.0768,2.4e-06,0.0878,74.987,neutral
62L8HlrCQLvBHKfpu8iqLa,Slide Away - 2014 Remaster,Oasis,GB,56,0.0668,0.941,-2.699,9.49e-05,0.000343,0.236,188.529,neutral
32XfunqeIBVB5XhvRzGjsn,LAMA BETETGANEN,TUL8TE,EG,58,0.818,0.83,-5.296,0.696,0.000738,0.889,135.959,happy
5il0jwWUlvgtIzWvzJi12z,Lie To Girls,Sabrina Carpenter,US,82,0.661,0.414,-9.073,0.464,0.0,0.224,119.921,neutral
03QZPaiw1N94aAFDv7k5Em,Rock 'n' Roll Star - 2014 Remaster,Oasis,GB,56,0.315,0.975,-3.21,0.000567,0.00137,0.436,138.197,neutral
